REGIONTYPE,REGION,YEAR,WEEK,PERCENTWEIGHTEDILI,PERCENTUNWEIGHTEDILI,AGE04,AGE2549,AGE2564,AGE524,AGE5064,AGE65,ILITOTAL,NUMOFPROVIDERS,TOTALPATIENTS
States,Arizona,2015,22,X,0.893039,X,X,X,X,X,X,175,52,19596
States,Arkansas,2015,22,X,0.736016,X,X,X,X,X,X,15,7,2038
States,California,2015,22,X,2.17739,X,X,X,X,X,X,680,98,31230
States,Colorado,2015,22,X,0.279232,X,X,X,X,X,X,8,5,2865
States,Connecticut,2015,22,X,0.873362,X,X,X,X,X,X,20,13,2290
States,Delaware,2015,22,X,0,X,X,X,X,X,X,0,7,1622
States,District of Columbia,2015,22,X,8.86076,X,X,X,X,X,X,35,1,395
States,Florida,2015,22,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,22,X,0.867792,X,X,X,X,X,X,217,29,25006
States,Hawaii,2015,22,X,4.81513,X,X,X,X,X,X,112,15,2326
States,Idaho,2015,22,X,0.768156,X,X,X,X,X,X,11,3,1432
States,Illinois,2015,22,X,1.39058,X,X,X,X,X,X,558,76,40127
States,Indiana,2015,22,X,0.463897,X,X,X,X,X,X,23,28,4958
States,Iowa,2015,22,X,0,X,X,X,X,X,X,0,4,1055
States,Kansas,2015,22,X,0.359477,X,X,X,X,X,X,11,15,3060
States,Kentucky,2015,22,X,0.0229053,X,X,X,X,X,X,5,15,21829
States,Louisiana,2015,22,X,1.25034,X,X,X,X,X,X,511,73,40869
States,Maine,2015,22,X,0.839476,X,X,X,X,X,X,41,26,4884
States,Maryland,2015,22,X,1.3738,X,X,X,X,X,X,67,25,4877
States,Massachusetts,2015,22,X,0.730572,X,X,X,X,X,X,157,29,21490
States,Michigan,2015,22,X,0.318134,X,X,X,X,X,X,45,43,14145
States,Minnesota,2015,22,X,0.974704,X,X,X,X,X,X,42,15,4309
States,Mississippi,2015,22,X,1.64819,X,X,X,X,X,X,275,47,16685
States,Missouri,2015,22,X,0.195389,X,X,X,X,X,X,5,17,2559
States,Montana,2015,22,X,0,X,X,X,X,X,X,0,7,2027
States,Nebraska,2015,22,X,0.68408,X,X,X,X,X,X,11,11,1608
States,Nevada,2015,22,X,0.346852,X,X,X,X,X,X,39,21,11244
States,New Hampshire,2015,22,X,0.0826446,X,X,X,X,X,X,3,19,3630
States,New Jersey,2015,22,X,1.20608,X,X,X,X,X,X,81,21,6716
States,New Mexico,2015,22,X,1.10031,X,X,X,X,X,X,86,18,7816
States,New York,2015,22,X,1.80865,X,X,X,X,X,X,107,62,5916
States,North Carolina,2015,22,X,0.536645,X,X,X,X,X,X,35,27,6522
States,North Dakota,2015,22,X,0.210084,X,X,X,X,X,X,2,5,952
States,Ohio,2015,22,X,0.340522,X,X,X,X,X,X,27,27,7929
States,Oklahoma,2015,22,X,0.56391,X,X,X,X,X,X,9,12,1596
States,Oregon,2015,22,X,0.337981,X,X,X,X,X,X,8,7,2367
States,Pennsylvania,2015,22,X,1.02753,X,X,X,X,X,X,103,46,10024
States,Rhode Island,2015,22,X,0.0220507,X,X,X,X,X,X,1,19,4535
States,South Carolina,2015,22,X,0.160085,X,X,X,X,X,X,3,7,1874
States,South Dakota,2015,22,X,0.707034,X,X,X,X,X,X,39,23,5516
States,Tennessee,2015,22,X,0.595817,X,X,X,X,X,X,49,61,8224
States,Texas,2015,22,X,2.59259,X,X,X,X,X,X,490,80,18900
States,Utah,2015,22,X,1.26793,X,X,X,X,X,X,221,40,17430
States,Vermont,2015,22,X,0.810373,X,X,X,X,X,X,5,3,617
States,Virginia,2015,22,X,1.14471,X,X,X,X,X,X,957,118,83602
States,Washington,2015,22,X,0.634006,X,X,X,X,X,X,22,30,3470
States,West Virginia,2015,22,X,0.753721,X,X,X,X,X,X,80,30,10614
States,Wisconsin,2015,22,X,0.38961,X,X,X,X,X,X,3,18,770
States,Wyoming,2015,22,X,0.352113,X,X,X,X,X,X,12,18,3408
States,Puerto Rico,2015,22,X,2.66667,X,X,X,X,X,X,104,6,3900
States,Virgin Islands,2015,22,X,0.508906,X,X,X,X,X,X,2,1,393
States,New York City,2015,22,X,1.3896,X,X,X,X,X,X,1330,83,95711
States,Alabama,2015,23,X,1.01034,X,X,X,X,X,X,42,13,4157
States,Alaska,2015,23,X,0,X,X,X,X,X,X,0,3,435
States,Arizona,2015,23,X,0.916517,X,X,X,X,X,X,184,51,20076
States,Arkansas,2015,23,X,0.55332,X,X,X,X,X,X,11,7,1988
States,California,2015,23,X,1.96065,X,X,X,X,X,X,576,100,29378
States,Colorado,2015,23,X,0.312717,X,X,X,X,X,X,9,5,2878
States,Connecticut,2015,23,X,0.740741,X,X,X,X,X,X,17,14,2295
States,Delaware,2015,23,X,0.068918,X,X,X,X,X,X,1,7,1451
States,District of Columbia,2015,23,X,7.70053,X,X,X,X,X,X,72,1,935
States,Florida,2015,23,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,23,X,0.775844,X,X,X,X,X,X,185,26,23845
States,Hawaii,2015,23,X,1.17139,X,X,X,X,X,X,19,15,1622
States,Idaho,2015,23,X,1.23457,X,X,X,X,X,X,16,3,1296
States,Illinois,2015,23,X,1.26708,X,X,X,X,X,X,521,79,41118
States,Indiana,2015,23,X,0.299103,X,X,X,X,X,X,12,27,4012
States,Iowa,2015,23,X,0,X,X,X,X,X,X,0,4,1134
States,Kansas,2015,23,X,0.43315,X,X,X,X,X,X,15,14,3463
States,Kentucky,2015,23,X,0.0241698,X,X,X,X,X,X,5,11,20687
States,Louisiana,2015,23,X,1.24946,X,X,X,X,X,X,463,60,37056
States,Maine,2015,23,X,0.863724,X,X,X,X,X,X,45,26,5210
States,Maryland,2015,23,X,1.80365,X,X,X,X,X,X,88,14,4879
States,Massachusetts,2015,23,X,0.869925,X,X,X,X,X,X,189,27,21726
States,Michigan,2015,23,X,0.157691,X,X,X,X,X,X,20,43,12683
States,Minnesota,2015,23,X,1.16138,X,X,X,X,X,X,48,15,4133
States,Mississippi,2015,23,X,1.46889,X,X,X,X,X,X,255,46,17360
States,Missouri,2015,23,X,0.0755572,X,X,X,X,X,X,2,16,2647
States,Montana,2015,23,X,0,X,X,X,X,X,X,0,4,537
States,Nebraska,2015,23,X,0.667111,X,X,X,X,X,X,10,10,1499
States,Nevada,2015,23,X,0.364282,X,X,X,X,X,X,39,21,10706
States,New Hampshire,2015,23,X,0.0828729,X,X,X,X,X,X,3,19,3620
States,New Jersey,2015,23,X,1.62835,X,X,X,X,X,X,102,20,6264
States,New Mexico,2015,23,X,0.977343,X,X,X,X,X,X,88,19,9004
States,New York,2015,23,X,1.2451,X,X,X,X,X,X,73,60,5863
States,North Carolina,2015,23,X,0.540918,X,X,X,X,X,X,31,23,5731
States,North Dakota,2015,23,X,0.100402,X,X,X,X,X,X,1,5,996
States,Ohio,2015,23,X,0.477816,X,X,X,X,X,X,42,28,8790
States,Oklahoma,2015,23,X,0.21097,X,X,X,X,X,X,3,12,1422
States,Oregon,2015,23,X,0.265135,X,X,X,X,X,X,6,6,2263
States,Pennsylvania,2015,23,X,1.12459,X,X,X,X,X,X,114,47,10137
States,Rhode Island,2015,23,X,0,X,X,X,X,X,X,0,19,4475
States,South Carolina,2015,23,X,0.21575,X,X,X,X,X,X,4,7,1854
States,South Dakota,2015,23,X,0.576959,X,X,X,X,X,X,31,23,5373
States,Tennessee,2015,23,X,0.0757193,X,X,X,X,X,X,6,58,7924
States,Texas,2015,23,X,1.7597,X,X,X,X,X,X,546,81,31028
States,Utah,2015,23,X,0.950943,X,X,X,X,X,X,170,41,17877
States,Vermont,2015,23,X,0.415512,X,X,X,X,X,X,3,3,722
States,Virginia,2015,23,X,1.20665,X,X,X,X,X,X,919,109,76161
States,Washington,2015,23,X,0.452196,X,X,X,X,X,X,14,30,3096
States,West Virginia,2015,23,X,0.459306,X,X,X,X,X,X,50,28,10886
States,Wisconsin,2015,23,X,0.313357,X,X,X,X,X,X,8,23,2553
States,Wyoming,2015,23,X,0.328623,X,X,X,X,X,X,10,17,3043
States,Puerto Rico,2015,23,X,2.958,X,X,X,X,X,X,150,7,5071
States,Virgin Islands,2015,23,X,1.15274,X,X,X,X,X,X,4,1,347
States,New York City,2015,23,X,1.43984,X,X,X,X,X,X,1460,83,101400
States,Alabama,2015,24,X,1.00705,X,X,X,X,X,X,40,12,3972
States,Alaska,2015,24,X,1.62095,X,X,X,X,X,X,13,4,802
States,Arizona,2015,24,X,0.804638,X,X,X,X,X,X,161,49,20009
States,Arkansas,2015,24,X,0.708144,X,X,X,X,X,X,14,7,1977
States,California,2015,24,X,1.86878,X,X,X,X,X,X,507,99,27130
States,Colorado,2015,24,X,0.228758,X,X,X,X,X,X,7,5,3060
States,Connecticut,2015,24,X,0.641975,X,X,X,X,X,X,13,11,2025
States,Delaware,2015,24,X,0,X,X,X,X,X,X,0,7,1525
States,District of Columbia,2015,24,X,6.80174,X,X,X,X,X,X,47,1,691
States,Florida,2015,24,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,24,X,0.548729,X,X,X,X,X,X,117,27,21322
States,Hawaii,2015,24,X,0.992282,X,X,X,X,X,X,18,16,1814
States,Idaho,2015,24,X,0.349162,X,X,X,X,X,X,5,3,1432
States,Illinois,2015,24,X,1.07415,X,X,X,X,X,X,435,77,40497
States,Indiana,2015,24,X,0.6492,X,X,X,X,X,X,28,25,4313
States,Iowa,2015,24,X,0,X,X,X,X,X,X,0,4,1019
States,Kansas,2015,24,X,0.391802,X,X,X,X,X,X,13,14,3318
States,Kentucky,2015,24,X,0.00977565,X,X,X,X,X,X,2,12,20459
States,Louisiana,2015,24,X,1.03637,X,X,X,X,X,X,434,74,41877
States,Maine,2015,24,X,0.571102,X,X,X,X,X,X,30,26,5253
States,Maryland,2015,24,X,1.7341,X,X,X,X,X,X,66,13,3806
States,Massachusetts,2015,24,X,0.695212,X,X,X,X,X,X,151,27,21720
States,Michigan,2015,24,X,0.132769,X,X,X,X,X,X,16,42,12051
States,Minnesota,2015,24,X,0.69025,X,X,X,X,X,X,32,16,4636
States,Mississippi,2015,24,X,1.47422,X,X,X,X,X,X,251,44,17026
States,Missouri,2015,24,X,0.190404,X,X,X,X,X,X,5,16,2626
States,Montana,2015,24,X,0.0600962,X,X,X,X,X,X,1,5,1664
States,Nebraska,2015,24,X,0.480513,X,X,X,X,X,X,9,11,1873
States,Nevada,2015,24,X,0.25413,X,X,X,X,X,X,26,21,10231
States,New Hampshire,2015,24,X,0.0589971,X,X,X,X,X,X,2,19,3390
States,New Jersey,2015,24,X,1.60348,X,X,X,X,X,X,107,21,6673
States,New Mexico,2015,24,X,1.1583,X,X,X,X,X,X,93,20,8029
States,New York,2015,24,X,0.441726,X,X,X,X,X,X,26,60,5886
States,North Carolina,2015,24,X,0.42604,X,X,X,X,X,X,25,24,5868
States,North Dakota,2015,24,X,0.18018,X,X,X,X,X,X,2,6,1110
States,Ohio,2015,24,X,0.365339,X,X,X,X,X,X,32,28,8759
States,Oklahoma,2015,24,X,0.47081,X,X,X,X,X,X,10,15,2124
States,Oregon,2015,24,X,0,X,X,X,X,X,X,0,6,1270
States,Pennsylvania,2015,24,X,0.904048,X,X,X,X,X,X,88,46,9734
States,Rhode Island,2015,24,X,0.0442674,X,X,X,X,X,X,2,20,4518
States,South Carolina,2015,24,X,0,X,X,X,X,X,X,0,8,2068
States,South Dakota,2015,24,X,0.376614,X,X,X,X,X,X,21,22,5576
States,Tennessee,2015,24,X,0.0673401,X,X,X,X,X,X,5,57,7425
States,Texas,2015,24,X,1.75866,X,X,X,X,X,X,513,82,29170
States,Utah,2015,24,X,1.00904,X,X,X,X,X,X,164,39,16253
States,Vermont,2015,24,X,0.157729,X,X,X,X,X,X,1,3,634
States,Virginia,2015,24,X,1.12833,X,X,X,X,X,X,851,105,75421
States,Washington,2015,24,X,0.458716,X,X,X,X,X,X,12,29,2616
States,West Virginia,2015,24,X,0.561848,X,X,X,X,X,X,63,29,11213
States,Wisconsin,2015,24,X,0.205592,X,X,X,X,X,X,5,24,2432
States,Wyoming,2015,24,X,0.152486,X,X,X,X,X,X,5,17,3279
States,Puerto Rico,2015,24,X,2.30431,X,X,X,X,X,X,131,7,5685
States,Virgin Islands,2015,24,X,1.0929,X,X,X,X,X,X,4,1,366
States,New York City,2015,24,X,1.19085,X,X,X,X,X,X,1187,80,99677
States,Alabama,2015,25,X,0.626204,X,X,X,X,X,X,26,12,4152
States,Alaska,2015,25,X,2.28509,X,X,X,X,X,X,21,4,919
States,Arizona,2015,25,X,0.6118,X,X,X,X,X,X,115,49,18797
States,Arkansas,2015,25,X,0.180668,X,X,X,X,X,X,2,6,1107
States,California,2015,25,X,1.65902,X,X,X,X,X,X,459,97,27667
States,Colorado,2015,25,X,0.352338,X,X,X,X,X,X,11,6,3122
States,Connecticut,2015,25,X,0.527937,X,X,X,X,X,X,12,11,2273
States,Delaware,2015,25,X,0,X,X,X,X,X,X,0,7,1429
States,District of Columbia,2015,25,X,7.2093,X,X,X,X,X,X,62,1,860
States,Florida,2015,25,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,25,X,0.624879,X,X,X,X,X,X,129,26,20644
States,Hawaii,2015,25,X,0.7922,X,X,X,X,X,X,13,15,1641
States,Idaho,2015,25,X,0.418118,X,X,X,X,X,X,6,3,1435
States,Illinois,2015,25,X,1.24446,X,X,X,X,X,X,548,78,44035
States,Indiana,2015,25,X,0.656685,X,X,X,X,X,X,25,25,3807
States,Iowa,2015,25,X,0,X,X,X,X,X,X,0,4,1008
States,Kansas,2015,25,X,0.625823,X,X,X,X,X,X,19,14,3036
States,Kentucky,2015,25,X,0.00485343,X,X,X,X,X,X,1,11,20604
States,Louisiana,2015,25,X,1.17461,X,X,X,X,X,X,491,71,41801
States,Maine,2015,25,X,0.737101,X,X,X,X,X,X,36,25,4884
States,Maryland,2015,25,X,2.1826,X,X,X,X,X,X,71,13,3253
States,Massachusetts,2015,25,X,0.739986,X,X,X,X,X,X,138,25,18649
States,Michigan,2015,25,X,0.111867,X,X,X,X,X,X,12,40,10727
States,Minnesota,2015,25,X,0.651042,X,X,X,X,X,X,30,14,4608
States,Mississippi,2015,25,X,1.62843,X,X,X,X,X,X,269,45,16519
States,Missouri,2015,25,X,0.406054,X,X,X,X,X,X,11,16,2709
States,Montana,2015,25,X,0,X,X,X,X,X,X,0,5,1629
States,Nebraska,2015,25,X,0.561224,X,X,X,X,X,X,11,11,1960
States,Nevada,2015,25,X,0.195991,X,X,X,X,X,X,22,20,11225
States,New Hampshire,2015,25,X,0.0300933,X,X,X,X,X,X,1,19,3323
States,New Jersey,2015,25,X,1.56856,X,X,X,X,X,X,93,21,5929
States,New Mexico,2015,25,X,1.05521,X,X,X,X,X,X,99,20,9382
States,New York,2015,25,X,0.823114,X,X,X,X,X,X,49,61,5953
States,North Carolina,2015,25,X,0.448693,X,X,X,X,X,X,23,23,5126
States,North Dakota,2015,25,X,0.0672948,X,X,X,X,X,X,1,6,1486
States,Ohio,2015,25,X,0.392504,X,X,X,X,X,X,31,25,7898
States,Oklahoma,2015,25,X,0.363471,X,X,X,X,X,X,8,15,2201
States,Oregon,2015,25,X,0.213828,X,X,X,X,X,X,3,6,1403
States,Pennsylvania,2015,25,X,0.912012,X,X,X,X,X,X,88,46,9649
States,Rhode Island,2015,25,X,0,X,X,X,X,X,X,0,19,4193
States,South Carolina,2015,25,X,0.257898,X,X,X,X,X,X,4,6,1551
States,South Dakota,2015,25,X,0.553097,X,X,X,X,X,X,30,22,5424
States,Tennessee,2015,25,X,0.17567,X,X,X,X,X,X,12,54,6831
States,Texas,2015,25,X,1.47285,X,X,X,X,X,X,450,84,30553
States,Utah,2015,25,X,1.16949,X,X,X,X,X,X,197,40,16845
States,Vermont,2015,25,X,0.174216,X,X,X,X,X,X,1,3,574
States,Virginia,2015,25,X,0.985268,X,X,X,X,X,X,733,113,74396
States,Washington,2015,25,X,0.378644,X,X,X,X,X,X,10,29,2641
States,West Virginia,2015,25,X,0.340301,X,X,X,X,X,X,35,26,10285
States,Wisconsin,2015,25,X,0.590784,X,X,X,X,X,X,15,25,2539
States,Wyoming,2015,25,X,0.110254,X,X,X,X,X,X,3,15,2721
States,Puerto Rico,2015,25,X,3.4149,X,X,X,X,X,X,127,6,3719
States,Virgin Islands,2015,25,X,0.293255,X,X,X,X,X,X,1,1,341
States,New York City,2015,25,X,1.35141,X,X,X,X,X,X,1305,82,96566
States,Alabama,2015,26,X,0.619933,X,X,X,X,X,X,13,12,2097
States,Alaska,2015,26,X,1.68539,X,X,X,X,X,X,15,4,890
States,Arizona,2015,26,X,0.735794,X,X,X,X,X,X,119,49,16173
States,Arkansas,2015,26,X,0.111235,X,X,X,X,X,X,1,6,899
States,California,2015,26,X,1.64078,X,X,X,X,X,X,393,97,23952
States,Colorado,2015,26,X,0.248679,X,X,X,X,X,X,8,5,3217
States,Connecticut,2015,26,X,0.718209,X,X,X,X,X,X,17,16,2367
States,Delaware,2015,26,X,0,X,X,X,X,X,X,0,7,1289
States,District of Columbia,2015,26,X,7.3913,X,X,X,X,X,X,51,1,690
States,Florida,2015,26,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,26,X,0.674737,X,X,X,X,X,X,136,27,20156
States,Hawaii,2015,26,X,1.45128,X,X,X,X,X,X,21,15,1447
States,Idaho,2015,26,X,0.363901,X,X,X,X,X,X,5,3,1374
States,Illinois,2015,26,X,1.11324,X,X,X,X,X,X,448,72,40243
States,Indiana,2015,26,X,0.679785,X,X,X,X,X,X,19,24,2795
States,Iowa,2015,26,X,0,X,X,X,X,X,X,0,4,868
States,Kansas,2015,26,X,0.266756,X,X,X,X,X,X,8,14,2999
States,Kentucky,2015,26,X,0.00555833,X,X,X,X,X,X,1,11,17991
States,Louisiana,2015,26,X,1.10747,X,X,X,X,X,X,433,70,39098
States,Maine,2015,26,X,0.570687,X,X,X,X,X,X,22,20,3855
States,Maryland,2015,26,X,1.47186,X,X,X,X,X,X,68,16,4620
States,Massachusetts,2015,26,X,0.810289,X,X,X,X,X,X,126,25,15550
States,Michigan,2015,26,X,0.133662,X,X,X,X,X,X,13,37,9726
States,Minnesota,2015,26,X,0.840564,X,X,X,X,X,X,31,12,3688
States,Mississippi,2015,26,X,1.43311,X,X,X,X,X,X,221,42,15421
States,Missouri,2015,26,X,0.442478,X,X,X,X,X,X,10,16,2260
States,Montana,2015,26,X,0,X,X,X,X,X,X,0,5,1309
States,Nebraska,2015,26,X,0.373134,X,X,X,X,X,X,6,11,1608
States,Nevada,2015,26,X,0.179033,X,X,X,X,X,X,18,19,10054
States,New Hampshire,2015,26,X,0.036483,X,X,X,X,X,X,1,17,2741
States,New Jersey,2015,26,X,1.21354,X,X,X,X,X,X,62,21,5109
States,New Mexico,2015,26,X,0.849467,X,X,X,X,X,X,43,14,5062
States,New York,2015,26,X,1.23305,X,X,X,X,X,X,60,60,4866
States,North Carolina,2015,26,X,0.499405,X,X,X,X,X,X,21,22,4205
States,North Dakota,2015,26,X,0,X,X,X,X,X,X,0,7,1349
States,Ohio,2015,26,X,0.317125,X,X,X,X,X,X,21,26,6622
States,Oklahoma,2015,26,X,0.562852,X,X,X,X,X,X,6,12,1066
States,Oregon,2015,26,X,0.0856164,X,X,X,X,X,X,1,6,1168
States,Pennsylvania,2015,26,X,1.00606,X,X,X,X,X,X,88,45,8747
States,Rhode Island,2015,26,X,0.127291,X,X,X,X,X,X,5,20,3928
States,South Carolina,2015,26,X,0.0877963,X,X,X,X,X,X,1,6,1139
States,South Dakota,2015,26,X,0.977836,X,X,X,X,X,X,45,22,4602
States,Tennessee,2015,26,X,0.149522,X,X,X,X,X,X,10,59,6688
States,Texas,2015,26,X,1.58033,X,X,X,X,X,X,414,83,26197
States,Utah,2015,26,X,0.797987,X,X,X,X,X,X,130,41,16291
States,Vermont,2015,26,X,0.37594,X,X,X,X,X,X,2,3,532
States,Virginia,2015,26,X,0.993886,X,X,X,X,X,X,725,106,72946
States,Washington,2015,26,X,0.451581,X,X,X,X,X,X,9,29,1993
States,West Virginia,2015,26,X,0.4726,X,X,X,X,X,X,42,28,8887
States,Wisconsin,2015,26,X,0.143678,X,X,X,X,X,X,3,24,2088
States,Wyoming,2015,26,X,0.0424268,X,X,X,X,X,X,1,15,2357
States,Puerto Rico,2015,26,X,3.58501,X,X,X,X,X,X,132,6,3682
States,Virgin Islands,2015,26,X,0.78534,X,X,X,X,X,X,3,1,382
States,New York City,2015,26,X,1.26974,X,X,X,X,X,X,1146,80,90255
States,Alabama,2015,27,X,0.685871,X,X,X,X,X,X,30,12,4374
States,Alaska,2015,27,X,1.58151,X,X,X,X,X,X,13,4,822
States,Arizona,2015,27,X,0.626526,X,X,X,X,X,X,118,50,18834
States,Arkansas,2015,27,X,0.712468,X,X,X,X,X,X,14,7,1965
States,California,2015,27,X,1.4891,X,X,X,X,X,X,420,96,28205
States,Colorado,2015,27,X,0.298013,X,X,X,X,X,X,9,5,3020
States,Connecticut,2015,27,X,0.560673,X,X,X,X,X,X,14,16,2497
States,Delaware,2015,27,X,0,X,X,X,X,X,X,0,7,1509
States,District of Columbia,2015,27,X,5.58539,X,X,X,X,X,X,52,1,931
States,Florida,2015,27,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,27,X,0.602795,X,X,X,X,X,X,132,26,21898
States,Hawaii,2015,27,X,1.00711,X,X,X,X,X,X,17,15,1688
States,Idaho,2015,27,X,1.15646,X,X,X,X,X,X,17,3,1470
States,Illinois,2015,27,X,1.04587,X,X,X,X,X,X,435,69,41592
States,Indiana,2015,27,X,0.681886,X,X,X,X,X,X,23,23,3373
States,Iowa,2015,27,X,0,X,X,X,X,X,X,0,4,951
States,Kansas,2015,27,X,0.237883,X,X,X,X,X,X,8,14,3363
States,Kentucky,2015,27,X,0.00511274,X,X,X,X,X,X,1,12,19559
States,Louisiana,2015,27,X,1.01681,X,X,X,X,X,X,409,68,40224
States,Maine,2015,27,X,0.752644,X,X,X,X,X,X,37,25,4916
States,Maryland,2015,27,X,2.14266,X,X,X,X,X,X,79,21,3687
States,Massachusetts,2015,27,X,0.639635,X,X,X,X,X,X,115,25,17979
States,Michigan,2015,27,X,0.336178,X,X,X,X,X,X,39,36,11601
States,Minnesota,2015,27,X,0.710702,X,X,X,X,X,X,34,12,4784
States,Mississippi,2015,27,X,1.43233,X,X,X,X,X,X,218,44,15220
States,Missouri,2015,27,X,0.0371609,X,X,X,X,X,X,1,17,2691
States,Montana,2015,27,X,0.109951,X,X,X,X,X,X,2,5,1819
States,Nebraska,2015,27,X,0.366838,X,X,X,X,X,X,5,9,1363
States,Nevada,2015,27,X,0.134156,X,X,X,X,X,X,15,20,11181
States,New Hampshire,2015,27,X,0,X,X,X,X,X,X,0,16,2559
States,New Jersey,2015,27,X,1.50991,X,X,X,X,X,X,83,20,5497
States,New Mexico,2015,27,X,0.879336,X,X,X,X,X,X,72,18,8188
States,New York,2015,27,X,1.31579,X,X,X,X,X,X,71,60,5396
States,North Carolina,2015,27,X,0.510308,X,X,X,X,X,X,25,21,4899
States,North Dakota,2015,27,X,0,X,X,X,X,X,X,0,3,771
States,Ohio,2015,27,X,0.318823,X,X,X,X,X,X,26,25,8155
States,Oklahoma,2015,27,X,0.488998,X,X,X,X,X,X,10,15,2045
States,Oregon,2015,27,X,0.069979,X,X,X,X,X,X,1,6,1429
States,Pennsylvania,2015,27,X,1.17045,X,X,X,X,X,X,112,44,9569
States,Rhode Island,2015,27,X,0.0424809,X,X,X,X,X,X,2,20,4708
States,South Carolina,2015,27,X,0.105652,X,X,X,X,X,X,2,8,1893
States,South Dakota,2015,27,X,0.578574,X,X,X,X,X,X,31,22,5358
States,Tennessee,2015,27,X,0.0541638,X,X,X,X,X,X,4,56,7385
States,Texas,2015,27,X,1.26985,X,X,X,X,X,X,383,85,30161
States,Utah,2015,27,X,0.71203,X,X,X,X,X,X,124,41,17415
States,Vermont,2015,27,X,0,X,X,X,X,X,X,0,3,630
States,Virginia,2015,27,X,0.941369,X,X,X,X,X,X,701,111,74466
States,Washington,2015,27,X,0.525164,X,X,X,X,X,X,12,30,2285
States,West Virginia,2015,27,X,0.283311,X,X,X,X,X,X,32,29,11295
States,Wisconsin,2015,27,X,0.330033,X,X,X,X,X,X,8,23,2424
States,Wyoming,2015,27,X,0.0402253,X,X,X,X,X,X,1,15,2486
States,Puerto Rico,2015,27,X,1.91724,X,X,X,X,X,X,101,8,5268
States,Virgin Islands,2015,27,X,1.10803,X,X,X,X,X,X,4,1,361
States,New York City,2015,27,X,1.02627,X,X,X,X,X,X,1000,80,97440
States,Alabama,2015,28,X,1.06977,X,X,X,X,X,X,46,13,4300
States,Alaska,2015,28,X,0.661626,X,X,X,X,X,X,7,5,1058
States,Arizona,2015,28,X,0.647333,X,X,X,X,X,X,125,51,19310
States,Arkansas,2015,28,X,0.326797,X,X,X,X,X,X,7,7,2142
States,California,2015,28,X,1.27019,X,X,X,X,X,X,339,94,26689
States,Colorado,2015,28,X,0.265781,X,X,X,X,X,X,8,6,3010
States,Connecticut,2015,28,X,0.390071,X,X,X,X,X,X,11,14,2820
States,Delaware,2015,28,X,0,X,X,X,X,X,X,0,7,1576
States,District of Columbia,2015,28,X,5.64617,X,X,X,X,X,X,45,1,797
States,Florida,2015,28,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,28,X,0.51291,X,X,X,X,X,X,117,27,22811
States,Hawaii,2015,28,X,0.931099,X,X,X,X,X,X,15,15,1611
States,Idaho,2015,28,X,0.510949,X,X,X,X,X,X,7,3,1370
States,Illinois,2015,28,X,1.02889,X,X,X,X,X,X,437,68,42473
States,Indiana,2015,28,X,0.245834,X,X,X,X,X,X,9,24,3661
States,Iowa,2015,28,X,0.116009,X,X,X,X,X,X,1,4,862
States,Kansas,2015,28,X,0.121433,X,X,X,X,X,X,4,14,3294
States,Kentucky,2015,28,X,0.0149873,X,X,X,X,X,X,3,12,20017
States,Louisiana,2015,28,X,1.14152,X,X,X,X,X,X,468,71,40998
States,Maine,2015,28,X,0.803213,X,X,X,X,X,X,38,25,4731
States,Maryland,2015,28,X,1.88399,X,X,X,X,X,X,76,21,4034
States,Massachusetts,2015,28,X,0.578848,X,X,X,X,X,X,107,24,18485
States,Michigan,2015,28,X,0.243902,X,X,X,X,X,X,32,40,13120
States,Minnesota,2015,28,X,0.754636,X,X,X,X,X,X,35,12,4638
States,Mississippi,2015,28,X,1.23758,X,X,X,X,X,X,213,43,17211
States,Missouri,2015,28,X,0.260805,X,X,X,X,X,X,7,17,2684
States,Montana,2015,28,X,0,X,X,X,X,X,X,0,5,1747
States,Nebraska,2015,28,X,0.933908,X,X,X,X,X,X,13,10,1392
States,Nevada,2015,28,X,0.210681,X,X,X,X,X,X,23,19,10917
States,New Hampshire,2015,28,X,0.0343171,X,X,X,X,X,X,1,16,2914
States,New Jersey,2015,28,X,1.36033,X,X,X,X,X,X,88,20,6469
States,New Mexico,2015,28,X,1.20734,X,X,X,X,X,X,52,12,4307
States,New York,2015,28,X,1.17908,X,X,X,X,X,X,69,60,5852
States,North Carolina,2015,28,X,0.672372,X,X,X,X,X,X,22,18,3272
States,North Dakota,2015,28,X,0,X,X,X,X,X,X,0,3,776
States,Ohio,2015,28,X,0.324971,X,X,X,X,X,X,25,27,7693
States,Oklahoma,2015,28,X,0.47138,X,X,X,X,X,X,7,12,1485
States,Oregon,2015,28,X,0.210084,X,X,X,X,X,X,3,6,1428
States,Pennsylvania,2015,28,X,0.91977,X,X,X,X,X,X,83,43,9024
States,Rhode Island,2015,28,X,0.0218245,X,X,X,X,X,X,1,20,4582
States,South Carolina,2015,28,X,0.0524934,X,X,X,X,X,X,1,8,1905
